ASCII SAMPLE CYCLES :			21082026  zz20 monoliths 1st.mdc
DATE :	21/08/2026	TIME :	12:05:33
CONVERTED CYCLES :			9750
Number of stored cycles			9750
Printed start cycle			1
Printed end cycle			9750
Number of stored datablocks			1
Datablock 0	Ion Current	[A]	
'0/0'	14.13	min:	1.68131E-010	max:	3.40415E-010	
'0/1'	16.13	min:	-5.87995E-013	max:	9.41275E-011	
'0/2'	18.16	min:	2.43818E-012	max:	2.42057E-011	
'0/3'	28.19	min:	2.87695E-009	max:	4.88846E-009	
'0/4'	32.22	min:	-6.73765E-013	max:	1.83888E-013	
'0/5'	40.22	min:	-8.66422E-013	max:	-5.88922E-013	
'0/6'	44.28	min:	-9.21663E-013	max:	1.14578E-009	
Cycle	Date	Time	RelTime[s]	'0/0'	'0/1'	'0/2'	'0/3'	'0/4'	'0/5'	'0/6'	
1045	21/08/2026	12:19:33:99	840.992	2.21555E-010	5.86902E-011	7.47433E-012	3.54892E-009	-4.19494E-013	-7.56126E-013	7.40889E-010	
1046	21/08/2026	12:19:34:79	841.792	2.21481E-010	5.86865E-011	7.46988E-012	3.54799E-009	-3.92059E-013	-7.59463E-013	7.40667E-010	
1047	21/08/2026	12:19:35:60	842.602	2.2161E-010	5.87229E-011	7.44159E-012	3.54799E-009	-4.24128E-013	-7.94313E-013	7.40796E-010	
1048	21/08/2026	12:19:36:40	843.401	2.21505E-010	5.87217E-011	7.4354E-012	3.54762E-009	-4.17455E-013	-7.85695E-013	7.40685E-010	
1049	21/08/2026	12:19:37:22	844.221	2.21573E-010	5.87134E-011	7.44096E-012	3.54873E-009	-3.87239E-013	-7.75405E-013	7.40911E-010	
1050	21/08/2026	12:19:38:03	845.031	2.21555E-010	5.86865E-011	7.45412E-012	3.54845E-009	-4.03312E-013	-8.07103E-013	7.40796E-010	
1051	21/08/2026	12:19:38:84	845.841	2.21536E-010	5.86995E-011	7.4354E-012	3.54855E-009	-4.186E-013	-7.49824E-013	7.40796E-010	
1052	21/08/2026	12:19:39:64	846.641	2.21462E-010	5.87273E-011	7.4354E-012	3.54919E-009	-4.03312E-013	-7.70585E-013	7.40778E-010	
1053	21/08/2026	12:19:40:44	847.441	2.21504E-010	5.87328E-011	7.41594E-012	3.54855E-009	-3.7583E-013	-7.30545E-013	7.40963E-010	
1054	21/08/2026	12:19:41:26	848.261	2.21425E-010	5.87661E-011	7.4414E-012	3.54892E-009	-4.13006E-013	-7.54829E-013	7.41062E-010	
1055	21/08/2026	12:19:42:07	849.07	2.2158E-010	5.87623E-011	7.43498E-012	3.54892E-009	-4.20791E-013	-7.71698E-013	7.41167E-010	
1056	21/08/2026	12:19:42:88	849.88	2.21611E-010	5.87606E-011	7.39647E-012	3.54948E-009	-4.33342E-013	-7.54087E-013	7.41111E-010	
1057	21/08/2026	12:19:43:70	850.7	2.21462E-010	5.87402E-011	7.4582E-012	3.54948E-009	-4.05776E-013	-7.99133E-013	7.4113E-010	
1058	21/08/2026	12:19:44:51	851.51	2.21592E-010	5.87532E-011	7.43874E-012	3.54808E-009	-4.16157E-013	-7.71327E-013	7.41204E-010	
1059	21/08/2026	12:19:45:32	852.32	2.21536E-010	5.87106E-011	7.42422E-012	3.54929E-009	-3.90761E-013	-7.78927E-013	7.41278E-010	
1060	21/08/2026	12:19:46:12	853.12	2.21531E-010	5.87642E-011	7.44374E-012	3.54781E-009	-4.04664E-013	-7.79669E-013	7.41093E-010	
1061	21/08/2026	12:19:46:93	853.93	2.21518E-010	5.86772E-011	7.44405E-012	3.54744E-009	-4.0281E-013	-7.70029E-013	7.41093E-010	
1062	21/08/2026	12:19:47:74	854.74	2.21388E-010	5.87474E-011	7.42428E-012	3.54855E-009	-4.21694E-013	-7.51678E-013	7.41232E-010	
1063	21/08/2026	12:19:48:54	855.54	2.21407E-010	5.87758E-011	7.43595E-012	3.54818E-009	-4.35992E-013	-7.74293E-013	7.41427E-010	
1064	21/08/2026	12:19:49:35	856.35	2.21444E-010	5.87757E-011	7.38331E-012	3.54781E-009	-4.34323E-013	-8.13406E-013	7.41383E-010	
1065	21/08/2026	12:19:50:15	857.159	2.21407E-010	5.87643E-011	7.43818E-012	3.5477E-009	-4.07498E-013	-7.74108E-013	7.41482E-010	
1066	21/08/2026	12:19:50:97	857.972	2.21637E-010	5.87606E-011	7.41297E-012	3.54799E-009	-4.17084E-013	-7.57609E-013	7.41482E-010	
1067	21/08/2026	12:19:51:77	858.779	2.21573E-010	5.87866E-011	7.43039E-012	3.54911E-009	-4.08557E-013	-7.81708E-013	7.41519E-010	
1068	21/08/2026	12:19:52:58	859.589	2.21567E-010	5.87625E-011	7.42335E-012	3.54837E-009	-4.21533E-013	-7.66136E-013	7.41631E-010	
1069	21/08/2026	12:19:53:39	860.399	2.21592E-010	5.87884E-011	7.41445E-012	3.54892E-009	-4.47356E-013	-7.53161E-013	7.41556E-010	
1070	21/08/2026	12:19:54:20	861.208	2.21481E-010	5.88051E-011	7.42818E-012	3.54855E-009	-4.20235E-013	-7.54087E-013	7.41983E-010	
1071	21/08/2026	12:19:55:00	862.008	2.21425E-010	5.87532E-011	7.41297E-012	3.54959E-009	-4.09113E-013	-8.03952E-013	7.41705E-010	
1072	21/08/2026	12:19:55:80	862.808	2.21592E-010	5.88014E-011	7.44912E-012	3.54732E-009	-4.43963E-013	-7.81708E-013	7.41686E-010	
1073	21/08/2026	12:19:56:60	863.608	2.21462E-010	5.87758E-011	7.42261E-012	3.54781E-009	-4.58978E-013	-8.20079E-013	7.42168E-010	
1074	21/08/2026	12:19:57:41	864.418	2.21499E-010	5.87682E-011	7.44355E-012	3.54929E-009	-3.9585E-013	-7.44634E-013	7.41853E-010	
1075	21/08/2026	12:19:58:22	865.228	2.21618E-010	5.87643E-011	7.43206E-012	3.54873E-009	-3.91873E-013	-7.49477E-013	7.42001E-010	
1076	21/08/2026	12:19:59:03	866.038	2.21648E-010	5.87829E-011	7.44374E-012	3.54836E-009	-3.91317E-013	-7.94869E-013	7.42063E-010	
1077	21/08/2026	12:19:59:84	866.848	2.21499E-010	5.88292E-011	7.40463E-012	3.5491E-009	-4.83939E-013	-7.80966E-013	7.41983E-010	
1078	21/08/2026	12:20:00:64	867.647	2.21481E-010	5.8768E-011	7.40571E-012	3.54669E-009	-4.33026E-013	-7.47229E-013	7.41687E-010	
1079	21/08/2026	12:20:01:44	868.449	2.21407E-010	5.88125E-011	7.42372E-012	3.54744E-009	-4.23942E-013	-7.81337E-013	7.4176E-010	
1080	21/08/2026	12:20:02:25	869.257	2.21523E-010	5.87791E-011	7.42743E-012	3.54781E-009	-4.12264E-013	-7.56683E-013	7.41964E-010	
1081	21/08/2026	12:20:03:06	870.067	2.21523E-010	5.8844E-011	7.43929E-012	3.54762E-009	-4.33952E-013	-7.61873E-013	7.41964E-010	
1082	21/08/2026	12:20:03:88	870.887	2.21448E-010	5.87717E-011	7.43725E-012	3.54762E-009	-4.58978E-013	-7.76702E-013	7.42112E-010	
1083	21/08/2026	12:20:04:68	871.687	2.21573E-010	5.8844E-011	7.41149E-012	3.54845E-009	-4.3525E-013	-7.50933E-013	7.41779E-010	
1084	21/08/2026	12:20:05:48	872.487	2.21332E-010	5.88098E-011	7.46487E-012	3.54818E-009	-4.17455E-013	-7.92088E-013	7.42094E-010	
1085	21/08/2026	12:20:06:29	873.297	2.21592E-010	5.88218E-011	7.41556E-012	3.54732E-009	-4.10046E-013	-7.70585E-013	7.42233E-010	
1086	21/08/2026	12:20:07:10	874.106	2.21407E-010	5.87478E-011	7.43521E-012	3.54789E-009	-4.38772E-013	-7.8523E-013	7.42187E-010	
1087	21/08/2026	12:20:07:91	874.916	2.21505E-010	5.87866E-011	7.41931E-012	3.54864E-009	-4.21903E-013	-8.00986E-013	7.42149E-010	
1088	21/08/2026	12:20:08:73	875.736	2.21512E-010	5.88079E-011	7.46413E-012	3.54892E-009	-4.45631E-013	-7.63541E-013	7.42057E-010	
1089	21/08/2026	12:20:09:53	876.536	2.21518E-010	5.88088E-011	7.42894E-012	3.54855E-009	-4.10956E-013	-7.94684E-013	7.42168E-010	
1090	21/08/2026	12:20:10:34	877.346	2.21444E-010	5.88348E-011	7.42965E-012	3.54762E-009	-4.44148E-013	-7.97093E-013	7.42233E-010	
1091	21/08/2026	12:20:11:16	878.169	2.21499E-010	5.88721E-011	7.45746E-012	3.54937E-009	-4.01142E-013	-7.88566E-013	7.42576E-010	
1092	21/08/2026	12:20:11:98	878.986	2.21425E-010	5.88162E-011	7.4582E-012	3.55003E-009	-4.16528E-013	-7.71883E-013	7.42372E-010	
1093	21/08/2026	12:20:12:80	879.805	2.21599E-010	5.88643E-011	7.42669E-012	3.54966E-009	-4.33706E-013	-7.84118E-013	7.4239E-010	
1094	21/08/2026	12:20:13:61	880.615	2.21611E-010	5.88571E-011	7.41946E-012	3.54997E-009	-4.24684E-013	-7.8523E-013	7.42298E-010	
1095	21/08/2026	12:20:14:42	881.425	2.21499E-010	5.88589E-011	7.43373E-012	3.54845E-009	-4.4499E-013	-7.70771E-013	7.42261E-010	
1096	21/08/2026	12:20:15:23	882.235	2.21499E-010	5.88033E-011	7.44027E-012	3.54873E-009	-4.13322E-013	-7.71141E-013	7.42372E-010	
1097	21/08/2026	12:20:16:04	883.045	2.2161E-010	5.88756E-011	7.39499E-012	3.55059E-009	-4.2005E-013	-7.91718E-013	7.4265E-010	
1098	21/08/2026	12:20:16:85	883.855	2.21462E-010	5.88311E-011	7.39777E-012	3.54808E-009	-4.20977E-013	-7.79112E-013	7.42576E-010	
1099	21/08/2026	12:20:17:66	884.665	2.21666E-010	5.88644E-011	7.39777E-012	3.54948E-009	-4.23757E-013	-7.78E-013	7.4265E-010	
1100	21/08/2026	12:20:18:46	885.465	2.21629E-010	5.88218E-011	7.44178E-012	3.54985E-009	-4.22645E-013	-7.89493E-013	7.42594E-010	
1101	21/08/2026	12:20:19:27	886.274	2.21518E-010	5.88941E-011	7.47822E-012	3.54929E-009	-4.0763E-013	-7.90976E-013	7.42798E-010	
1102	21/08/2026	12:20:20:08	887.084	2.21555E-010	5.88443E-011	7.4252E-012	3.54809E-009	-4.26538E-013	-7.72068E-013	7.42576E-010	
1103	21/08/2026	12:20:20:89	887.894	2.21656E-010	5.88796E-011	7.45968E-012	3.54966E-009	-4.21903E-013	-7.93201E-013	7.42743E-010	
1104	21/08/2026	12:20:21:70	888.704	2.21592E-010	5.88496E-011	7.45152E-012	3.54929E-009	-4.4285E-013	-7.68732E-013	7.4265E-010	
1105	21/08/2026	12:20:22:51	889.514	2.21666E-010	5.88737E-011	7.43873E-012	3.54985E-009	-4.35435E-013	-7.50565E-013	7.42576E-010	
1106	21/08/2026	12:20:23:32	890.324	2.21555E-010	5.88494E-011	7.43039E-012	3.54929E-009	-4.21718E-013	-7.63356E-013	7.42761E-010	
1107	21/08/2026	12:20:24:13	891.134	2.21693E-010	5.8874E-011	7.40982E-012	3.54855E-009	-4.29702E-013	-7.91718E-013	7.42743E-010	
1108	21/08/2026	12:20:24:94	891.944	2.21555E-010	5.88496E-011	7.44875E-012	3.54744E-009	-4.13932E-013	-7.78371E-013	7.42576E-010	
1109	21/08/2026	12:20:25:74	892.743	2.21407E-010	5.88385E-011	7.41445E-012	3.54836E-009	-4.27094E-013	-7.77444E-013	7.42854E-010	
1110	21/08/2026	12:20:26:54	893.543	2.21462E-010	5.88551E-011	7.41797E-012	3.54737E-009	-4.5008E-013	-7.93201E-013	7.42817E-010	
1111	21/08/2026	12:20:27:35	894.354	2.21481E-010	5.88419E-011	7.41853E-012	3.54781E-009	-4.11708E-013	-7.6521E-013	7.42798E-010	
1112	21/08/2026	12:20:28:16	895.163	2.21502E-010	5.8883E-011	7.44986E-012	3.54669E-009	-4.25796E-013	-7.65766E-013	7.4278E-010	
1113	21/08/2026	12:20:28:97	895.973	2.21407E-010	5.88533E-011	7.45301E-012	3.54799E-009	-4.37164E-013	-7.72624E-013	7.4291E-010	
1114	21/08/2026	12:20:29:77	896.773	2.21346E-010	5.88719E-011	7.44244E-012	3.54808E-009	-4.21903E-013	-8.01728E-013	7.42743E-010	
1115	21/08/2026	12:20:30:57	897.573	2.21611E-010	5.88515E-011	7.39438E-012	3.547E-009	-4.34694E-013	-7.6762E-013	7.42854E-010	
1116	21/08/2026	12:20:31:38	898.382	2.21467E-010	5.88626E-011	7.43354E-012	3.54725E-009	-4.18196E-013	-7.81522E-013	7.42761E-010	
1117	21/08/2026	12:20:32:18	899.182	2.21555E-010	5.88663E-011	7.41593E-012	3.54632E-009	-4.23942E-013	-7.71698E-013	7.42835E-010	
1118	21/08/2026	12:20:32:99	899.992	2.21555E-010	5.88662E-011	7.41779E-012	3.54669E-009	-4.22274E-013	-7.48897E-013	7.42931E-010	
1119	21/08/2026	12:20:33:80	900.802	2.21573E-010	5.88348E-011	7.43649E-012	3.54836E-009	-4.13747E-013	-7.17755E-013	7.43076E-010	
1120	21/08/2026	12:20:34:60	901.602	2.21407E-010	5.88698E-011	7.44133E-012	3.54781E-009	-4.26538E-013	-7.552E-013	7.42984E-010	
1121	21/08/2026	12:20:35:41	902.412	2.21555E-010	5.88607E-011	7.44782E-012	3.54864E-009	-4.24684E-013	-7.95981E-013	7.42947E-010	
1122	21/08/2026	12:20:36:22	903.222	2.21525E-010	5.88941E-011	7.40148E-012	3.54828E-009	-4.12079E-013	-8.03211E-013	7.43139E-010	
1123	21/08/2026	12:20:37:03	904.031	2.21518E-010	5.88815E-011	7.43855E-012	3.54707E-009	-4.15971E-013	-7.76332E-013	7.43095E-010	
1124	21/08/2026	12:20:37:84	904.841	2.21573E-010	5.88966E-011	7.45041E-012	3.54948E-009	-4.12412E-013	-7.84673E-013	7.43177E-010	
1125	21/08/2026	12:20:38:64	905.641	2.2161E-010	5.89089E-011	7.41482E-012	3.54855E-009	-4.24313E-013	-7.99503E-013	7.43132E-010	
1126	21/08/2026	12:20:39:45	906.451	2.2158E-010	5.89042E-011	7.37867E-012	3.54799E-009	-4.06332E-013	-7.71512E-013	7.43215E-010	
1127	21/08/2026	12:20:40:26	907.261	2.21555E-010	5.892E-011	7.4024E-012	3.54818E-009	-4.16713E-013	-7.89123E-013	7.43151E-010	
1128	21/08/2026	12:20:41:06	908.061	2.21629E-010	5.89426E-011	7.41464E-012	3.54762E-009	-4.12635E-013	-8.08957E-013	7.43336E-010	
1129	21/08/2026	12:20:41:86	908.861	2.21648E-010	5.89089E-011	7.39091E-012	3.54892E-009	-4.35435E-013	-7.68176E-013	7.43243E-010	
1130	21/08/2026	12:20:42:66	909.661	2.21481E-010	5.88904E-011	7.43614E-012	3.54744E-009	-4.13747E-013	-7.56868E-013	7.43206E-010	
1131	21/08/2026	12:20:43:47	910.47	2.21505E-010	5.89244E-011	7.42131E-012	3.54836E-009	-3.9858E-013	-7.89679E-013	7.43225E-010	
1132	21/08/2026	12:20:44:28	911.28	2.21351E-010	5.89108E-011	7.44022E-012	3.54744E-009	-4.1004E-013	-7.856E-013	7.43484E-010	
1133	21/08/2026	12:20:45:09	912.09	2.21555E-010	5.8888E-011	7.40333E-012	3.5477E-009	-4.38031E-013	-7.70215E-013	7.43299E-010	
1134	21/08/2026	12:20:45:89	912.89	2.21518E-010	5.88718E-011	7.41279E-012	3.54713E-009	-4.61202E-013	-7.53663E-013	7.43215E-010	
1135	21/08/2026	12:20:46:69	913.69	2.21573E-010	5.88774E-011	7.42427E-012	3.54707E-009	-4.60275E-013	-7.76332E-013	7.43272E-010	
1136	21/08/2026	12:20:47:50	914.5	2.21504E-010	5.89052E-011	7.43744E-012	3.54688E-009	-4.21347E-013	-8.23601E-013	7.4354E-010	
1137	21/08/2026	12:20:48:31	915.31	2.21573E-010	5.88891E-011	7.40036E-012	3.54762E-009	-4.0003E-013	-7.5038E-013	7.43447E-010	
1138	21/08/2026	12:20:49:11	916.119	2.2141E-010	5.89219E-011	7.4443E-012	3.54789E-009	-4.14118E-013	-7.37589E-013	7.43429E-010	
1139	21/08/2026	12:20:49:92	916.929	2.21444E-010	5.89033E-011	7.41946E-012	3.54892E-009	-4.24424E-013	-7.72439E-013	7.43595E-010	
1140	21/08/2026	12:20:50:72	917.729	2.21462E-010	5.89534E-011	7.42724E-012	3.54732E-009	-4.14489E-013	-7.7522E-013	7.43484E-010	
1141	21/08/2026	12:20:51:52	918.529	2.21592E-010	5.89126E-011	7.43317E-012	3.54694E-009	-4.3498E-013	-7.80225E-013	7.43558E-010	
1142	21/08/2026	12:20:52:32	919.329	2.21536E-010	5.89386E-011	7.472E-012	3.54762E-009	-4.18381E-013	-7.83376E-013	7.43595E-010	
1143	21/08/2026	12:20:53:12	920.129	2.21592E-010	5.89089E-011	7.42214E-012	3.54725E-009	-4.14859E-013	-8.00059E-013	7.43498E-010	
1144	21/08/2026	12:20:53:92	920.929	2.21674E-010	5.88904E-011	7.4346E-012	3.54855E-009	-3.84088E-013	-7.69473E-013	7.4367E-010	
1145	21/08/2026	12:20:54:73	921.739	2.21629E-010	5.89835E-011	7.43466E-012	3.54725E-009	-4.28021E-013	-7.77444E-013	7.4367E-010	
1146	21/08/2026	12:20:55:54	922.548	2.21629E-010	5.89497E-011	7.43595E-012	3.54883E-009	-4.39884E-013	-7.88752E-013	7.43595E-010	
1147	21/08/2026	12:20:56:35	923.358	2.21536E-010	5.89367E-011	7.45412E-012	3.54873E-009	-4.08742E-013	-7.94128E-013	7.43744E-010	
1148	21/08/2026	12:20:57:16	924.168	2.21542E-010	5.89052E-011	7.4404E-012	3.54773E-009	-4.21162E-013	-7.77815E-013	7.43873E-010	
1149	21/08/2026	12:20:57:97	924.978	2.2161E-010	5.89608E-011	7.44003E-012	3.54948E-009	-3.89464E-013	-7.86898E-013	7.44027E-010	
1150	21/08/2026	12:20:58:77	925.778	2.21444E-010	5.89439E-011	7.40816E-012	3.54955E-009	-4.39328E-013	-7.58722E-013	7.43855E-010	
1151	21/08/2026	12:20:59:58	926.588	2.21481E-010	5.89061E-011	7.41556E-012	3.54873E-009	-4.45536E-013	-7.63171E-013	7.43892E-010	
1152	21/08/2026	12:21:00:38	927.388	2.21518E-010	5.89182E-011	7.44244E-012	3.54808E-009	-4.09113E-013	-7.87083E-013	7.43836E-010	
1153	21/08/2026	12:21:01:18	928.188	2.21518E-010	5.89386E-011	7.4601E-012	3.54873E-009	-4.36548E-013	-7.59278E-013	7.44003E-010	
1154	21/08/2026	12:21:01:99	928.997	2.21592E-010	5.89929E-011	7.42594E-012	3.54818E-009	-4.14489E-013	-7.63356E-013	7.43966E-010	
1155	21/08/2026	12:21:02:79	929.797	2.21648E-010	5.89816E-011	7.43948E-012	3.54873E-009	-4.33767E-013	-7.89679E-013	7.43799E-010	
1156	21/08/2026	12:21:03:59	930.597	2.21499E-010	5.89404E-011	7.41553E-012	3.54864E-009	-4.13562E-013	-8.03025E-013	7.43929E-010	
1157	21/08/2026	12:21:04:39	931.397	2.21467E-010	5.89497E-011	7.46765E-012	3.54688E-009	-4.18011E-013	-7.94869E-013	7.43707E-010	
1158	21/08/2026	12:21:05:19	932.197	2.21476E-010	5.89423E-011	7.45838E-012	3.54744E-009	-4.20977E-013	-7.44077E-013	7.43762E-010	
1159	21/08/2026	12:21:05:99	932.997	2.21444E-010	5.89553E-011	7.41482E-012	3.54883E-009	-4.06888E-013	-7.49268E-013	7.43984E-010	
1160	21/08/2026	12:21:06:80	933.807	2.21592E-010	5.89126E-011	7.42592E-012	3.54744E-009	-3.9676E-013	-7.84488E-013	7.43611E-010	
1161	21/08/2026	12:21:07:60	934.606	2.21555E-010	5.88996E-011	7.43595E-012	3.54638E-009	-3.78712E-013	-7.96908E-013	7.43725E-010	
1162	21/08/2026	12:21:08:40	935.406	2.21388E-010	5.89108E-011	7.41371E-012	3.54799E-009	-3.97064E-013	-7.69844E-013	7.43707E-010	
1163	21/08/2026	12:21:09:20	936.206	2.21499E-010	5.89182E-011	7.40646E-012	3.54595E-009	-4.26908E-013	-7.59834E-013	7.43707E-010	
1164	21/08/2026	12:21:10:00	937.006	2.21592E-010	5.89664E-011	7.4499E-012	3.54836E-009	-4.45075E-013	-7.45746E-013	7.43895E-010	
1165	21/08/2026	12:21:10:80	937.806	2.21542E-010	5.89288E-011	7.42372E-012	3.54725E-009	-4.39884E-013	-7.64654E-013	7.43781E-010	
1166	21/08/2026	12:21:11:61	938.616	2.2158E-010	5.89738E-011	7.42224E-012	3.54651E-009	-4.4285E-013	-8.03767E-013	7.43688E-010	
1167	21/08/2026	12:21:12:42	939.426	2.21536E-010	5.89682E-011	7.42335E-012	3.54845E-009	-4.34879E-013	-7.69288E-013	7.43762E-010	
1168	21/08/2026	12:21:13:23	940.236	2.21536E-010	5.89386E-011	7.43021E-012	3.54827E-009	-4.47485E-013	-7.67249E-013	7.43857E-010	
1169	21/08/2026	12:21:14:04	941.045	2.21518E-010	5.88923E-011	7.41501E-012	3.54744E-009	-4.10596E-013	-7.98947E-013	7.44077E-010	
1170	21/08/2026	12:21:14:85	941.855	2.21777E-010	5.89935E-011	7.44518E-012	3.54809E-009	-4.17084E-013	-7.4278E-013	7.44059E-010	
1171	21/08/2026	12:21:15:66	942.665	2.21536E-010	5.89571E-011	7.44874E-012	3.54966E-009	-4.15786E-013	-7.76332E-013	7.44244E-010	
1172	21/08/2026	12:21:16:47	943.475	2.21685E-010	5.89553E-011	7.40259E-012	3.54864E-009	-3.86498E-013	-7.63171E-013	7.43966E-010	
1173	21/08/2026	12:21:17:28	944.285	2.21573E-010	5.90001E-011	7.42705E-012	3.55114E-009	-4.25425E-013	-7.80781E-013	7.44399E-010	
1174	21/08/2026	12:21:18:09	945.095	2.21648E-010	5.89703E-011	7.44226E-012	3.54985E-009	-4.21718E-013	-7.66322E-013	7.44374E-010	
1175	21/08/2026	12:21:18:89	945.895	2.2161E-010	5.89367E-011	7.47303E-012	3.54799E-009	-4.78627E-013	-8.0284E-013	7.44244E-010	
1176	21/08/2026	12:21:19:70	946.704	2.21666E-010	5.89515E-011	7.44348E-012	3.54836E-009	-4.08927E-013	-7.95054E-013	7.44003E-010	
1177	21/08/2026	12:21:20:50	947.504	2.21542E-010	5.89899E-011	7.41874E-012	3.54846E-009	-4.37845E-013	-7.83561E-013	7.44281E-010	
1178	21/08/2026	12:21:21:31	948.314	2.21611E-010	5.89627E-011	7.45783E-012	3.55003E-009	-4.19308E-013	-7.32214E-013	7.44392E-010	
1179	21/08/2026	12:21:22:12	949.124	2.2161E-010	5.89911E-011	7.42631E-012	3.54929E-009	-4.00771E-013	-7.64468E-013	7.44263E-010	
1180	21/08/2026	12:21:22:93	949.934	2.21693E-010	5.8996E-011	7.44559E-012	3.55022E-009	-4.23942E-013	-7.60576E-013	7.44356E-010	
1181	21/08/2026	12:21:23:73	950.734	2.21536E-010	5.90127E-011	7.42856E-012	3.54948E-009	-4.61202E-013	-8.08586E-013	7.44374E-010	
1182	21/08/2026	12:21:24:54	951.544	2.2187E-010	5.8996E-011	7.46048E-012	3.54892E-009	-4.13562E-013	-7.7763E-013	7.44429E-010	
1183	21/08/2026	12:21:25:35	952.354	2.21629E-010	5.89812E-011	7.40815E-012	3.55034E-009	-4.2524E-013	-8.08991E-013	7.4467E-010	
1184	21/08/2026	12:21:26:16	953.163	2.21592E-010	5.90099E-011	7.43763E-012	3.55114E-009	-4.04108E-013	-7.81522E-013	7.44411E-010	
1185	21/08/2026	12:21:26:97	953.973	2.21573E-010	5.89979E-011	7.39907E-012	3.54985E-009	-4.03922E-013	-7.6558E-013	7.4443E-010	
1186	21/08/2026	12:21:27:77	954.773	2.21592E-010	5.89757E-011	7.45449E-012	3.54966E-009	-3.67276E-013	-7.83747E-013	7.44448E-010	
1187	21/08/2026	12:21:28:58	955.583	2.21666E-010	5.90461E-011	7.45406E-012	3.5504E-009	-4.0522E-013	-7.60761E-013	7.44559E-010	
1188	21/08/2026	12:21:29:38	956.383	2.21592E-010	5.89886E-011	7.43317E-012	3.54921E-009	-4.19494E-013	-7.71135E-013	7.44559E-010	
1189	21/08/2026	12:21:30:19	957.193	2.21561E-010	5.89923E-011	7.42001E-012	3.55059E-009	-4.09854E-013	-7.45375E-013	7.44801E-010	
1190	21/08/2026	12:21:31:00	958.003	2.21895E-010	5.90331E-011	7.4367E-012	3.55114E-009	-4.12264E-013	-7.62217E-013	7.44631E-010	
1191	21/08/2026	12:21:31:80	958.803	2.21555E-010	5.90099E-011	7.44374E-012	3.55003E-009	-3.88351E-013	-7.47229E-013	7.44708E-010	
1192	21/08/2026	12:21:32:61	959.612	2.21573E-010	5.89942E-011	7.44708E-012	3.55015E-009	-3.88024E-013	-7.8041E-013	7.44688E-010	
1193	21/08/2026	12:21:33:42	960.422	2.21769E-010	5.9035E-011	7.42984E-012	3.55059E-009	-4.04108E-013	-7.72439E-013	7.44689E-010	
1194	21/08/2026	12:21:34:23	961.232	2.21703E-010	5.89794E-011	7.44856E-012	3.55015E-009	-4.08742E-013	-7.62985E-013	7.44689E-010	
1195	21/08/2026	12:21:35:04	962.042	2.21555E-010	5.90516E-011	7.39925E-012	3.5504E-009	-3.86127E-013	-7.94127E-013	7.44856E-010	
1196	21/08/2026	12:21:35:85	962.852	2.21685E-010	5.90294E-011	7.45004E-012	3.55155E-009	-3.69073E-013	-7.68405E-013	7.44763E-010	
1197	21/08/2026	12:21:36:65	963.652	2.21536E-010	5.90251E-011	7.39573E-012	3.54985E-009	-4.07074E-013	-7.58722E-013	7.44877E-010	
1198	21/08/2026	12:21:37:45	964.452	2.21722E-010	5.90072E-011	7.43651E-012	3.54978E-009	-3.77785E-013	-7.45004E-013	7.44911E-010	
1199	21/08/2026	12:21:38:26	965.261	2.21599E-010	5.90628E-011	7.42001E-012	3.55133E-009	-4.07074E-013	-7.79669E-013	7.44837E-010	
1200	21/08/2026	12:21:39:07	966.071	2.21731E-010	5.90053E-011	7.42557E-012	3.55022E-009	-3.93542E-013	-7.84117E-013	7.44856E-010	
1201	21/08/2026	12:21:39:88	966.881	2.21573E-010	5.90572E-011	7.4367E-012	3.55059E-009	-4.3284E-013	-7.88196E-013	7.44819E-010	
1202	21/08/2026	12:21:40:69	967.691	2.21648E-010	5.90477E-011	7.44046E-012	3.55028E-009	-4.17825E-013	-7.61873E-013	7.4512E-010	
1203	21/08/2026	12:21:41:50	968.501	2.21618E-010	5.90776E-011	7.41649E-012	3.55192E-009	-4.24128E-013	-7.51863E-013	7.45004E-010	
1204	21/08/2026	12:21:42:30	969.301	2.21555E-010	5.90201E-011	7.4569E-012	3.55059E-009	-4.18567E-013	-7.73737E-013	7.4499E-010	
1205	21/08/2026	12:21:43:11	970.111	2.21722E-010	5.90251E-011	7.41964E-012	3.55082E-009	-4.4248E-013	-7.57053E-013	7.45004E-010	
1206	21/08/2026	12:21:43:91	970.911	2.21722E-010	5.90798E-011	7.43612E-012	3.54929E-009	-4.14303E-013	-7.84674E-013	7.44948E-010	
1207	21/08/2026	12:21:44:72	971.72	2.2174E-010	5.90924E-011	7.46376E-012	3.55123E-009	-4.51377E-013	-7.36663E-013	7.45023E-010	
1208	21/08/2026	12:21:45:52	972.52	2.21703E-010	5.90442E-011	7.45783E-012	3.55077E-009	-3.9521E-013	-7.94869E-013	7.45009E-010	
1209	21/08/2026	12:21:46:33	973.33	2.21807E-010	5.90716E-011	7.41427E-012	3.55119E-009	-4.09318E-013	-7.74229E-013	7.44877E-010	
1210	21/08/2026	12:21:47:14	974.14	2.21567E-010	5.90554E-011	7.38134E-012	3.55064E-009	-4.1764E-013	-7.99874E-013	7.45134E-010	
1211	21/08/2026	12:21:47:95	974.95	2.21814E-010	5.90405E-011	7.4215E-012	3.54985E-009	-3.72736E-013	-7.53717E-013	7.45023E-010	
