ASCII SAMPLE CYCLES :			21082026  zz20 monoliths 1st.mdc
DATE :	21/08/2026	TIME :	12:05:33
CONVERTED CYCLES :			9750
Number of stored cycles			9750
Printed start cycle			1
Printed end cycle			9750
Number of stored datablocks			1
Datablock 0	Ion Current	[A]	
'0/0'	14.13	min:	1.68131E-010	max:	3.40415E-010	
'0/1'	16.13	min:	-5.87995E-013	max:	9.41275E-011	
'0/2'	18.16	min:	2.43818E-012	max:	2.42057E-011	
'0/3'	28.19	min:	2.87695E-009	max:	4.88846E-009	
'0/4'	32.22	min:	-6.73765E-013	max:	1.83888E-013	
'0/5'	40.22	min:	-8.66422E-013	max:	-5.88922E-013	
'0/6'	44.28	min:	-9.21663E-013	max:	1.14578E-009	
Cycle	Date	Time	RelTime[s]	'0/0'	'0/1'	'0/2'	'0/3'	'0/4'	'0/5'	'0/6'	
7466	21/08/2026	13:47:05:41	6092.41	2.18422E-010	6.01972E-011	2.91643E-012	3.47838E-009	-5.09398E-013	-8.07289E-013	7.49175E-010	
7467	21/08/2026	13:47:06:23	6093.23	2.18496E-010	6.02084E-011	2.90494E-012	3.47903E-009	-5.17369E-013	-8.00986E-013	7.49323E-010	
7468	21/08/2026	13:47:07:03	6094.03	2.18367E-010	6.01998E-011	2.90422E-012	3.47737E-009	-5.12735E-013	-7.79298E-013	7.49448E-010	
7469	21/08/2026	13:47:07:84	6094.84	2.18441E-010	6.02357E-011	2.90895E-012	3.47903E-009	-5.21077E-013	-7.93201E-013	7.49787E-010	
7470	21/08/2026	13:47:08:65	6095.65	2.18422E-010	6.02102E-011	2.88121E-012	3.47774E-009	-5.45916E-013	-8.22304E-013	7.49416E-010	
7471	21/08/2026	13:47:09:46	6096.46	2.18422E-010	6.02065E-011	2.91588E-012	3.47959E-009	-5.41653E-013	-7.91903E-013	7.49453E-010	
7472	21/08/2026	13:47:10:28	6097.28	2.18478E-010	6.02176E-011	2.86626E-012	3.47941E-009	-5.00686E-013	-8.11182E-013	7.49372E-010	
7473	21/08/2026	13:47:11:09	6098.09	2.18422E-010	6.01842E-011	2.94795E-012	3.47876E-009	-5.11239E-013	-7.79854E-013	7.49157E-010	
7474	21/08/2026	13:47:11:91	6098.91	2.18515E-010	6.02009E-011	2.87602E-012	3.47941E-009	-5.20521E-013	-7.91903E-013	7.49657E-010	
7475	21/08/2026	13:47:12:71	6099.71	2.18459E-010	6.02121E-011	2.89327E-012	3.47885E-009	-5.2015E-013	-8.0284E-013	7.49323E-010	
7476	21/08/2026	13:47:13:51	6100.52	2.18459E-010	6.0196E-011	2.89679E-012	3.47848E-009	-4.86042E-013	-7.90049E-013	7.49546E-010	
7477	21/08/2026	13:47:14:31	6101.32	2.18515E-010	6.02399E-011	2.93369E-012	3.47866E-009	-5.31457E-013	-8.00245E-013	7.4949E-010	
7478	21/08/2026	13:47:15:11	6102.12	2.18441E-010	6.02102E-011	2.89419E-012	3.47903E-009	-4.78812E-013	-8.0766E-013	7.49824E-010	
7479	21/08/2026	13:47:15:91	6102.92	2.18478E-010	6.03047E-011	2.92403E-012	3.47763E-009	-4.81222E-013	-7.98947E-013	7.50343E-010	
7480	21/08/2026	13:47:16:72	6103.73	2.18441E-010	6.02992E-011	2.90735E-012	3.47802E-009	-5.4236E-013	-7.74849E-013	7.4962E-010	
7481	21/08/2026	13:47:17:53	6104.54	2.18369E-010	6.02362E-011	2.90364E-012	3.47829E-009	-5.41838E-013	-7.67249E-013	7.49564E-010	
7482	21/08/2026	13:47:18:33	6105.34	2.18385E-010	6.02036E-011	2.9118E-012	3.47919E-009	-5.08842E-013	-7.94869E-013	7.49472E-010	
7483	21/08/2026	13:47:19:14	6106.15	2.18496E-010	6.01734E-011	2.90624E-012	3.47948E-009	-5.34238E-013	-7.77815E-013	7.49416E-010	
7484	21/08/2026	13:47:19:95	6106.96	2.18459E-010	6.01954E-011	2.91773E-012	3.47866E-009	-5.52034E-013	-7.80225E-013	7.49824E-010	
7485	21/08/2026	13:47:20:76	6107.77	2.18496E-010	6.02311E-011	2.88609E-012	3.47922E-009	-5.12179E-013	-7.62244E-013	7.4975E-010	
7486	21/08/2026	13:47:21:57	6108.58	2.18385E-010	6.02362E-011	2.87287E-012	3.47922E-009	-4.95125E-013	-8.06547E-013	7.49935E-010	
7487	21/08/2026	13:47:22:38	6109.39	2.18292E-010	6.02936E-011	2.8953E-012	3.47763E-009	-4.97905E-013	-7.89123E-013	7.49935E-010	
7488	21/08/2026	13:47:23:18	6110.19	2.18385E-010	6.02376E-011	2.88893E-012	3.47755E-009	-5.2256E-013	-7.88381E-013	7.50102E-010	
7489	21/08/2026	13:47:23:99	6111	2.18361E-010	6.02621E-011	2.93701E-012	3.47829E-009	-5.17555E-013	-7.8523E-013	7.49713E-010	
7490	21/08/2026	13:47:24:79	6111.8	2.18422E-010	6.02139E-011	2.90772E-012	3.47866E-009	-5.40355E-013	-7.87825E-013	7.49954E-010	
7491	21/08/2026	13:47:25:60	6112.61	2.18515E-010	6.02306E-011	2.8725E-012	3.47866E-009	-5.19964E-013	-8.03952E-013	7.49787E-010	
7492	21/08/2026	13:47:26:41	6113.42	2.18515E-010	6.02603E-011	2.88269E-012	3.47941E-009	-4.63612E-013	-8.0562E-013	7.50158E-010	
7493	21/08/2026	13:47:27:22	6114.23	2.18564E-010	6.02714E-011	2.86041E-012	3.48015E-009	-5.29048E-013	-8.07289E-013	7.4975E-010	
7494	21/08/2026	13:47:28:02	6115.03	2.18478E-010	6.02148E-011	2.88704E-012	3.47959E-009	-5.35721E-013	-8.05435E-013	7.50046E-010	
7495	21/08/2026	13:47:28:82	6115.83	2.18483E-010	6.02881E-011	2.89214E-012	3.47941E-009	-5.33261E-013	-8.21006E-013	7.5012E-010	
7496	21/08/2026	13:47:29:63	6116.64	2.18589E-010	6.02473E-011	2.90012E-012	3.47933E-009	-5.41282E-013	-8.16743E-013	7.50102E-010	
7497	21/08/2026	13:47:30:43	6117.44	2.1857E-010	6.02678E-011	2.88381E-012	3.47857E-009	-5.34898E-013	-7.93942E-013	7.50083E-010	
7498	21/08/2026	13:47:31:23	6118.24	2.18515E-010	6.02343E-011	2.88752E-012	3.47885E-009	-5.01427E-013	-7.77073E-013	7.49824E-010	
7499	21/08/2026	13:47:32:03	6119.04	2.18325E-010	6.01998E-011	2.88515E-012	3.47811E-009	-5.05506E-013	-8.1804E-013	7.49935E-010	
7500	21/08/2026	13:47:32:84	6119.85	2.18504E-010	6.03251E-011	2.87584E-012	3.47866E-009	-5.12735E-013	-7.96723E-013	7.50473E-010	
7501	21/08/2026	13:47:33:65	6120.66	2.18441E-010	6.02936E-011	2.91745E-012	3.47792E-009	-5.14959E-013	-7.73737E-013	7.50584E-010	
7502	21/08/2026	13:47:34:46	6121.47	2.1857E-010	6.03203E-011	2.86101E-012	3.47903E-009	-5.41838E-013	-7.86241E-013	7.50287E-010	
7503	21/08/2026	13:47:35:28	6122.29	2.18563E-010	6.02936E-011	2.92122E-012	3.47996E-009	-5.43507E-013	-8.01542E-013	7.50083E-010	
7504	21/08/2026	13:47:36:08	6123.09	2.1857E-010	6.02565E-011	2.88121E-012	3.47959E-009	-4.84188E-013	-8.27123E-013	7.49882E-010	
7505	21/08/2026	13:47:36:88	6123.89	2.18515E-010	6.02844E-011	2.87491E-012	3.47952E-009	-5.2293E-013	-8.2045E-013	7.49991E-010	
7506	21/08/2026	13:47:37:69	6124.69	2.1857E-010	6.02806E-011	2.88715E-012	3.47978E-009	-5.25617E-013	-7.82078E-013	7.49957E-010	
7507	21/08/2026	13:47:38:50	6125.5	2.18533E-010	6.02158E-011	2.90479E-012	3.47941E-009	-5.10696E-013	-8.01542E-013	7.50014E-010	
7508	21/08/2026	13:47:39:31	6126.31	2.18682E-010	6.02287E-011	2.90012E-012	3.47996E-009	-4.98647E-013	-7.69473E-013	7.5012E-010	
7509	21/08/2026	13:47:40:12	6127.12	2.18774E-010	6.02009E-011	2.88733E-012	3.48148E-009	-5.35627E-013	-8.11738E-013	7.50324E-010	
7510	21/08/2026	13:47:40:92	6127.92	2.18496E-010	6.02695E-011	2.84229E-012	3.47941E-009	-5.37019E-013	-7.69658E-013	7.50436E-010	
7511	21/08/2026	13:47:41:73	6128.73	2.18682E-010	6.02899E-011	2.8712E-012	3.48015E-009	-5.24969E-013	-8.0284E-013	7.50486E-010	
7512	21/08/2026	13:47:42:53	6129.53	2.18596E-010	6.02881E-011	2.90007E-012	3.47755E-009	-4.87895E-013	-7.90235E-013	7.50232E-010	
7513	21/08/2026	13:47:43:34	6130.34	2.18552E-010	6.02638E-011	2.89705E-012	3.47966E-009	-5.15145E-013	-7.95981E-013	7.50473E-010	
7514	21/08/2026	13:47:44:14	6131.14	2.18496E-010	6.02603E-011	2.87955E-012	3.47941E-009	-4.86412E-013	-7.65766E-013	7.50496E-010	
7515	21/08/2026	13:47:44:94	6131.94	2.18737E-010	6.0264E-011	2.85026E-012	3.47838E-009	-5.49809E-013	-7.99689E-013	7.50324E-010	
7516	21/08/2026	13:47:45:75	6132.75	2.187E-010	6.02936E-011	2.86872E-012	3.48003E-009	-5.18852E-013	-7.98762E-013	7.50269E-010	
7517	21/08/2026	13:47:46:55	6133.55	2.18682E-010	6.02806E-011	2.89419E-012	3.47996E-009	-5.0773E-013	-7.91903E-013	7.50306E-010	
7518	21/08/2026	13:47:47:37	6134.37	2.18626E-010	6.0251E-011	2.86891E-012	3.48094E-009	-5.10693E-013	-7.73737E-013	7.50324E-010	
7519	21/08/2026	13:47:48:17	6135.17	2.18663E-010	6.02999E-011	2.86003E-012	3.48057E-009	-5.38687E-013	-7.86527E-013	7.50195E-010	
7520	21/08/2026	13:47:48:97	6135.97	2.18709E-010	6.02839E-011	2.88344E-012	3.48052E-009	-5.06988E-013	-8.0525E-013	7.50176E-010	
7521	21/08/2026	13:47:49:77	6136.77	2.18645E-010	6.02547E-011	2.87843E-012	3.4807E-009	-5.16698E-013	-7.95425E-013	7.50213E-010	
7522	21/08/2026	13:47:50:57	6137.57	2.18728E-010	6.02417E-011	2.89382E-012	3.48185E-009	-4.76031E-013	-8.15543E-013	7.50324E-010	
7523	21/08/2026	13:47:51:38	6138.38	2.18522E-010	6.03159E-011	2.89178E-012	3.47978E-009	-5.35081E-013	-7.81152E-013	7.50677E-010	
7524	21/08/2026	13:47:52:18	6139.18	2.18552E-010	6.0353E-011	2.86683E-012	3.48116E-009	-5.41097E-013	-8.10069E-013	7.50955E-010	
7525	21/08/2026	13:47:52:99	6139.99	2.18682E-010	6.02732E-011	2.8916E-012	3.48181E-009	-5.28165E-013	-7.88566E-013	7.50584E-010	
7526	21/08/2026	13:47:53:79	6140.79	2.18682E-010	6.02955E-011	2.88251E-012	3.48112E-009	-5.16072E-013	-7.90235E-013	7.5038E-010	
7527	21/08/2026	13:47:54:59	6141.59	2.18774E-010	6.02658E-011	2.85378E-012	3.48112E-009	-5.19594E-013	-7.80966E-013	7.50361E-010	
7528	21/08/2026	13:47:55:39	6142.39	2.18663E-010	6.02566E-011	2.90272E-012	3.48107E-009	-5.13106E-013	-7.78186E-013	7.50306E-010	
7529	21/08/2026	13:47:56:19	6143.19	2.18719E-010	6.0264E-011	2.88177E-012	3.48107E-009	-5.08873E-013	-8.00437E-013	7.50241E-010	
7530	21/08/2026	13:47:56:99	6143.99	2.18785E-010	6.02436E-011	2.8453E-012	3.48027E-009	-5.12735E-013	-8.11923E-013	7.50369E-010	
7531	21/08/2026	13:47:57:80	6144.8	2.18607E-010	6.02973E-011	2.87174E-012	3.48116E-009	-5.03096E-013	-8.00615E-013	7.50467E-010	
7532	21/08/2026	13:47:58:61	6145.61	2.18737E-010	6.03169E-011	2.84228E-012	3.47991E-009	-5.49438E-013	-7.84673E-013	7.5038E-010	
7533	21/08/2026	13:47:59:42	6146.42	2.18615E-010	6.03418E-011	2.83416E-012	3.48075E-009	-5.01775E-013	-7.93201E-013	7.50862E-010	
7534	21/08/2026	13:48:00:22	6147.22	2.18515E-010	6.03177E-011	2.88863E-012	3.48015E-009	-5.20157E-013	-8.13591E-013	7.50639E-010	
7535	21/08/2026	13:48:01:03	6148.03	2.18645E-010	6.03048E-011	2.83283E-012	3.48126E-009	-4.93456E-013	-7.86713E-013	7.50714E-010	
7536	21/08/2026	13:48:01:84	6148.84	2.18756E-010	6.02695E-011	2.87695E-012	3.48166E-009	-5.1533E-013	-8.05435E-013	7.50528E-010	
7537	21/08/2026	13:48:02:65	6149.65	2.1896E-010	6.03047E-011	2.85229E-012	3.48144E-009	-5.21447E-013	-7.78E-013	7.50528E-010	
7538	21/08/2026	13:48:03:45	6150.45	2.18848E-010	6.02714E-011	2.83858E-012	3.482E-009	-5.04393E-013	-8.1285E-013	7.50454E-010	
7539	21/08/2026	13:48:04:25	6151.25	2.18904E-010	6.02677E-011	2.86972E-012	3.48052E-009	-5.19594E-013	-8.08772E-013	7.50547E-010	
7540	21/08/2026	13:48:05:06	6152.06	2.187E-010	6.02732E-011	2.86702E-012	3.48163E-009	-5.11994E-013	-7.94498E-013	7.50621E-010	
7541	21/08/2026	13:48:05:87	6152.87	2.1891E-010	6.02754E-011	2.8675E-012	3.48187E-009	-5.39428E-013	-8.21562E-013	7.50528E-010	
7542	21/08/2026	13:48:06:67	6153.67	2.18774E-010	6.02862E-011	2.8504E-012	3.48141E-009	-5.24413E-013	-8.00801E-013	7.5051E-010	
7543	21/08/2026	13:48:07:48	6154.48	2.18682E-010	6.02825E-011	2.82764E-012	3.47978E-009	-5.31987E-013	-7.69844E-013	7.50732E-010	
7544	21/08/2026	13:48:08:28	6155.28	2.187E-010	6.03167E-011	2.88956E-012	3.48033E-009	-5.23069E-013	-7.9524E-013	7.506E-010	
7545	21/08/2026	13:48:09:08	6156.08	2.18793E-010	6.0251E-011	2.87324E-012	3.48107E-009	-5.36092E-013	-7.96723E-013	7.50695E-010	
7546	21/08/2026	13:48:09:89	6156.89	2.18756E-010	6.03289E-011	2.86664E-012	3.48166E-009	-4.87942E-013	-8.23787E-013	7.50695E-010	
7547	21/08/2026	13:48:10:70	6157.7	2.1883E-010	6.02992E-011	2.87306E-012	3.48148E-009	-4.94013E-013	-8.1044E-013	7.50825E-010	
7548	21/08/2026	13:48:11:51	6158.51	2.18719E-010	6.03048E-011	2.85767E-012	3.48126E-009	-4.87524E-013	-8.32128E-013	7.51177E-010	
7549	21/08/2026	13:48:12:32	6159.32	2.18746E-010	6.02973E-011	2.851E-012	3.48138E-009	-4.89007E-013	-8.06177E-013	7.51344E-010	
7550	21/08/2026	13:48:13:12	6160.12	2.18682E-010	6.03437E-011	2.86842E-012	3.48141E-009	-4.98091E-013	-7.81152E-013	7.50899E-010	
7551	21/08/2026	13:48:13:91	6160.92	2.1883E-010	6.02751E-011	2.86305E-012	3.48166E-009	-5.19038E-013	-8.07845E-013	7.50955E-010	
7552	21/08/2026	13:48:14:71	6161.72	2.18848E-010	6.02697E-011	2.86546E-012	3.48116E-009	-5.25711E-013	-7.97093E-013	7.50695E-010	
7553	21/08/2026	13:48:15:52	6162.53	2.18855E-010	6.02955E-011	2.86879E-012	3.48219E-009	-5.01057E-013	-8.00615E-013	7.50862E-010	
7554	21/08/2026	13:48:16:33	6163.34	2.1883E-010	6.0327E-011	2.86824E-012	3.48296E-009	-5.21077E-013	-8.00059E-013	7.51005E-010	
7555	21/08/2026	13:48:17:13	6164.14	2.18855E-010	6.03458E-011	2.89592E-012	3.4813E-009	-5.21248E-013	-8.03025E-013	7.50955E-010	
7556	21/08/2026	13:48:17:94	6164.95	2.1883E-010	6.03289E-011	2.87797E-012	3.48112E-009	-4.98461E-013	-7.8764E-013	7.50881E-010	
7557	21/08/2026	13:48:18:74	6165.75	2.18867E-010	6.03084E-011	2.89586E-012	3.48126E-009	-5.16072E-013	-7.68041E-013	7.50603E-010	
7558	21/08/2026	13:48:19:55	6166.56	2.18682E-010	6.0301E-011	2.86768E-012	3.48227E-009	-5.21077E-013	-8.11552E-013	7.50806E-010	
7559	21/08/2026	13:48:20:35	6167.36	2.18886E-010	6.02732E-011	2.86097E-012	3.48148E-009	-5.30716E-013	-7.96069E-013	7.50676E-010	
7560	21/08/2026	13:48:21:15	6168.16	2.18923E-010	6.02806E-011	2.88345E-012	3.48158E-009	-5.14033E-013	-8.06547E-013	7.50936E-010	
7561	21/08/2026	13:48:21:96	6168.97	2.1883E-010	6.03251E-011	2.87231E-012	3.48094E-009	-5.0414E-013	-7.94869E-013	7.51362E-010	
7562	21/08/2026	13:48:22:76	6169.77	2.18756E-010	6.03937E-011	2.8521E-012	3.47903E-009	-5.13847E-013	-7.78927E-013	7.51185E-010	
7563	21/08/2026	13:48:23:57	6170.58	2.18946E-010	6.03326E-011	2.85341E-012	3.47941E-009	-4.92344E-013	-8.31758E-013	7.51084E-010	
7564	21/08/2026	13:48:24:38	6171.39	2.18886E-010	6.03919E-011	2.84655E-012	3.48159E-009	-5.02354E-013	-8.0803E-013	7.51084E-010	
7565	21/08/2026	13:48:25:19	6172.2	2.18978E-010	6.03221E-011	2.84228E-012	3.48107E-009	-5.26823E-013	-7.81152E-013	7.51158E-010	
7566	21/08/2026	13:48:26:00	6173.01	2.18941E-010	6.03511E-011	2.82906E-012	3.48219E-009	-4.9253E-013	-8.01913E-013	7.51177E-010	
7567	21/08/2026	13:48:26:81	6173.82	2.18997E-010	6.02844E-011	2.8623E-012	3.48259E-009	-5.44619E-013	-7.99503E-013	7.50955E-010	
7568	21/08/2026	13:48:27:62	6174.63	2.18848E-010	6.03307E-011	2.87806E-012	3.48235E-009	-5.26452E-013	-7.94313E-013	7.51166E-010	
7569	21/08/2026	13:48:28:42	6175.43	2.19128E-010	6.02955E-011	2.88214E-012	3.48278E-009	-4.76402E-013	-8.14703E-013	7.5101E-010	
7570	21/08/2026	13:48:29:22	6176.23	2.18886E-010	6.03159E-011	2.86175E-012	3.48223E-009	-5.24707E-013	-7.85415E-013	7.51029E-010	
7571	21/08/2026	13:48:30:03	6177.04	2.18923E-010	6.0314E-011	2.86713E-012	3.4819E-009	-5.5778E-013	-8.06918E-013	7.51121E-010	
7572	21/08/2026	13:48:30:83	6177.84	2.18941E-010	6.03103E-011	2.83094E-012	3.48282E-009	-5.15243E-013	-7.77444E-013	7.51066E-010	
7573	21/08/2026	13:48:31:63	6178.64	2.18811E-010	6.02918E-011	2.85137E-012	3.48298E-009	-4.91788E-013	-7.94127E-013	7.51103E-010	
7574	21/08/2026	13:48:32:44	6179.45	2.19074E-010	6.03226E-011	2.86917E-012	3.48239E-009	-5.23672E-013	-7.73551E-013	7.51103E-010	
7575	21/08/2026	13:48:33:25	6180.26	2.18886E-010	6.03029E-011	2.84396E-012	3.48276E-009	-5.60743E-013	-8.16001E-013	7.51204E-010	
7576	21/08/2026	13:48:34:06	6181.07	2.19015E-010	6.03455E-011	2.85489E-012	3.48179E-009	-5.03049E-013	-8.27309E-013	7.51196E-010	
7577	21/08/2026	13:48:34:86	6181.87	2.19034E-010	6.03586E-011	2.86435E-012	3.482E-009	-4.8289E-013	-8.10811E-013	7.51326E-010	
7578	21/08/2026	13:48:35:66	6182.67	2.18978E-010	6.03548E-011	2.86494E-012	3.48295E-009	-4.94383E-013	-7.84117E-013	7.51103E-010	
7579	21/08/2026	13:48:36:46	6183.47	2.18933E-010	6.03437E-011	2.83E-012	3.48237E-009	-4.54899E-013	-7.84488E-013	7.5127E-010	
7580	21/08/2026	13:48:37:27	6184.28	2.18923E-010	6.0327E-011	2.84435E-012	3.48277E-009	-5.56853E-013	-8.03767E-013	7.51418E-010	
7581	21/08/2026	13:48:38:08	6185.09	2.19001E-010	6.03494E-011	2.85625E-012	3.48277E-009	-4.9049E-013	-7.82634E-013	7.51826E-010	
7582	21/08/2026	13:48:38:89	6185.89	2.18886E-010	6.03882E-011	2.87269E-012	3.48187E-009	-5.13106E-013	-7.9283E-013	7.51844E-010	
7583	21/08/2026	13:48:39:71	6186.71	2.18756E-010	6.03789E-011	2.82764E-012	3.48301E-009	-5.01984E-013	-7.86713E-013	7.51566E-010	
7584	21/08/2026	13:48:40:51	6187.51	2.19034E-010	6.03531E-011	2.8219E-012	3.48366E-009	-5.08842E-013	-8.2045E-013	7.51437E-010	
7585	21/08/2026	13:48:41:31	6188.31	2.18978E-010	6.03396E-011	2.85619E-012	3.48297E-009	-5.34609E-013	-8.23972E-013	7.51158E-010	
7586	21/08/2026	13:48:42:11	6189.11	2.1896E-010	6.02936E-011	2.82913E-012	3.48274E-009	-5.13476E-013	-7.85971E-013	7.52326E-010	
7587	21/08/2026	13:48:42:91	6189.91	2.18459E-010	6.05791E-011	2.86362E-012	3.47514E-009	-5.12877E-013	-7.91532E-013	7.5672E-010	
7588	21/08/2026	13:48:43:71	6190.71	2.18145E-010	6.09702E-011	2.83673E-012	3.4702E-009	-5.22745E-013	-8.13591E-013	7.60723E-010	
7589	21/08/2026	13:48:44:53	6191.53	2.17532E-010	6.12223E-011	2.84933E-012	3.46661E-009	-5.20891E-013	-8.08401E-013	7.62336E-010	
7590	21/08/2026	13:48:45:34	6192.34	2.17393E-010	6.12501E-011	2.82449E-012	3.46781E-009	-4.96608E-013	-7.8801E-013	7.61835E-010	
7591	21/08/2026	13:48:46:15	6193.15	2.17625E-010	6.11933E-011	2.83113E-012	3.47002E-009	-5.01057E-013	-7.90605E-013	7.60421E-010	
7592	21/08/2026	13:48:46:97	6193.97	2.17792E-010	6.10425E-011	2.8434E-012	3.47218E-009	-5.00315E-013	-7.97889E-013	7.58814E-010	
7593	21/08/2026	13:48:47:78	6194.78	2.18111E-010	6.0935E-011	2.82764E-012	3.47384E-009	-5.13106E-013	-8.18596E-013	7.57424E-010	
7594	21/08/2026	13:48:48:59	6195.59	2.18306E-010	6.07681E-011	2.84599E-012	3.47536E-009	-5.38131E-013	-8.29904E-013	7.55941E-010	
7595	21/08/2026	13:48:49:39	6196.39	2.18404E-010	6.07404E-011	2.84989E-012	3.47681E-009	-5.18518E-013	-8.04137E-013	7.54906E-010	
7596	21/08/2026	13:48:50:20	6197.2	2.18496E-010	6.05884E-011	2.83747E-012	3.47959E-009	-5.05505E-013	-8.33055E-013	7.54069E-010	
7597	21/08/2026	13:48:51:01	6198.01	2.18811E-010	6.05532E-011	2.83469E-012	3.48089E-009	-5.10696E-013	-7.88381E-013	7.53402E-010	
7598	21/08/2026	13:48:51:81	6198.81	2.18793E-010	6.04957E-011	2.8402E-012	3.48094E-009	-4.86227E-013	-8.11923E-013	7.52716E-010	
7599	21/08/2026	13:48:52:61	6199.61	2.1883E-010	6.04178E-011	2.80614E-012	3.482E-009	-5.19594E-013	-7.9283E-013	7.5266E-010	
7600	21/08/2026	13:48:53:41	6200.41	2.18904E-010	6.04067E-011	2.86286E-012	3.48089E-009	-5.0291E-013	-7.78927E-013	7.52048E-010	
7601	21/08/2026	13:48:54:21	6201.21	2.19145E-010	6.03919E-011	2.8484E-012	3.48256E-009	-4.67505E-013	-8.07103E-013	7.51752E-010	
7602	21/08/2026	13:48:55:01	6202.01	2.18941E-010	6.034E-011	2.88177E-012	3.48237E-009	-5.19038E-013	-7.856E-013	7.51548E-010	
7603	21/08/2026	13:48:55:82	6202.82	2.19061E-010	6.03381E-011	2.85193E-012	3.4828E-009	-5.33682E-013	-7.93942E-013	7.5128E-010	
7604	21/08/2026	13:48:56:63	6203.63	2.1913E-010	6.03511E-011	2.8249E-012	3.48348E-009	-5.0773E-013	-8.14704E-013	7.51326E-010	
7605	21/08/2026	13:48:57:43	6204.43	2.19094E-010	6.02677E-011	2.8523E-012	3.48313E-009	-5.12364E-013	-8.09513E-013	7.5101E-010	
7606	21/08/2026	13:48:58:23	6205.23	2.19034E-010	6.03312E-011	2.82542E-012	3.48312E-009	-4.89193E-013	-7.98617E-013	7.50977E-010	
7607	21/08/2026	13:48:59:03	6206.03	2.18983E-010	6.03066E-011	2.83339E-012	3.48256E-009	-5.15516E-013	-7.50009E-013	7.50992E-010	
7608	21/08/2026	13:48:59:84	6206.84	2.19114E-010	6.03066E-011	2.83888E-012	3.48262E-009	-5.1292E-013	-7.94313E-013	7.50899E-010	
7609	21/08/2026	13:49:00:64	6207.64	2.19145E-010	6.03307E-011	2.84006E-012	3.48348E-009	-5.1014E-013	-8.03396E-013	7.51029E-010	
7610	21/08/2026	13:49:01:44	6208.44	2.19171E-010	6.03659E-011	2.83784E-012	3.48421E-009	-5.19594E-013	-7.78E-013	7.51251E-010	
7611	21/08/2026	13:49:02:25	6209.25	2.19165E-010	6.03214E-011	2.84896E-012	3.48402E-009	-5.08657E-013	-7.9802E-013	7.51159E-010	
7612	21/08/2026	13:49:03:05	6210.05	2.19145E-010	6.02862E-011	2.83116E-012	3.48382E-009	-5.1533E-013	-7.9561E-013	7.51066E-010	
7613	21/08/2026	13:49:03:86	6210.86	2.19219E-010	6.03085E-011	2.84155E-012	3.48385E-009	-5.17791E-013	-7.95796E-013	7.50996E-010	
7614	21/08/2026	13:49:04:67	6211.67	2.19276E-010	6.03548E-011	2.84173E-012	3.48422E-009	-5.09584E-013	-7.86713E-013	7.51188E-010	
7615	21/08/2026	13:49:05:48	6212.48	2.19236E-010	6.03289E-011	2.81942E-012	3.4842E-009	-4.74474E-013	-8.09884E-013	7.51214E-010	
7616	21/08/2026	13:49:06:29	6213.29	2.19182E-010	6.03659E-011	2.83116E-012	3.48385E-009	-4.853E-013	-7.92459E-013	7.51492E-010	
7617	21/08/2026	13:49:07:09	6214.09	2.19145E-010	6.03567E-011	2.85002E-012	3.48318E-009	-4.99203E-013	-7.86157E-013	7.51548E-010	
7618	21/08/2026	13:49:07:89	6214.89	2.19034E-010	6.03418E-011	2.85804E-012	3.48274E-009	-4.95496E-013	-8.15445E-013	7.51399E-010	
7619	21/08/2026	13:49:08:69	6215.69	2.19219E-010	6.03696E-011	2.8295E-012	3.48365E-009	-5.32897E-013	-8.10625E-013	7.51084E-010	
7620	21/08/2026	13:49:09:49	6216.49	2.19182E-010	6.03403E-011	2.81504E-012	3.48364E-009	-4.99944E-013	-7.9561E-013	7.51362E-010	
7621	21/08/2026	13:49:10:29	6217.29	2.19236E-010	6.03188E-011	2.84228E-012	3.48384E-009	-5.00871E-013	-7.856E-013	7.50936E-010	
7622	21/08/2026	13:49:11:09	6218.09	2.19255E-010	6.03103E-011	2.86267E-012	3.48385E-009	-4.88266E-013	-7.46858E-013	7.5114E-010	
7623	21/08/2026	13:49:11:90	6218.9	2.19108E-010	6.033E-011	2.84813E-012	3.48403E-009	-5.08286E-013	-7.92274E-013	7.51103E-010	
7624	21/08/2026	13:49:12:70	6219.7	2.19182E-010	6.02918E-011	2.83357E-012	3.48367E-009	-4.97535E-013	-7.7763E-013	7.50936E-010	
7625	21/08/2026	13:49:13:50	6220.5	2.19237E-010	6.03307E-011	2.82282E-012	3.484E-009	-4.81963E-013	-7.94313E-013	7.51196E-010	
7626	21/08/2026	13:49:14:31	6221.31	2.19201E-010	6.04123E-011	2.8742E-012	3.48384E-009	-4.88451E-013	-7.9802E-013	7.51677E-010	
7627	21/08/2026	13:49:15:12	6222.12	2.19273E-010	6.0416E-011	2.82906E-012	3.4833E-009	-4.85671E-013	-7.50195E-013	7.51881E-010	
7628	21/08/2026	13:49:15:92	6222.93	2.19164E-010	6.03585E-011	2.81615E-012	3.4846E-009	-4.90861E-013	-7.86713E-013	7.51863E-010	
7629	21/08/2026	13:49:16:72	6223.73	2.19165E-010	6.04438E-011	2.85619E-012	3.48348E-009	-4.99574E-013	-7.85971E-013	7.51643E-010	
7630	21/08/2026	13:49:17:52	6224.53	2.19186E-010	6.03771E-011	2.84655E-012	3.48348E-009	-4.87895E-013	-7.98576E-013	7.51511E-010	
